"","GEOID","pop_5_and_under"
"8344","26415",175
"8345","26416",500
"8346","26419",43
"8347","26421",8
"8348","26422",16
"8349","26424",0
"8350","26425",30
"8351","26426",311
"8352","26430",30
"8353","26431",596
"8354","26435",21
"8355","26436",0
"8356","26437",44
"8357","26438",0
"8358","26440",190
"8359","26443",129
"8360","26444",153
"8361","26447",23
"8362","26448",66
"8363","26451",20
"8364","26452",713
"8365","26456",111
"8366","26463",0
"8367","26501",833
"8368","26505",1599
"8369","26506",0
"8370","26508",2987
"8371","26519",90
"8372","26520",45
"8373","26521",9
"8374","26524",6
"8375","26525",385
"8376","26534",32
"8377","26537",292
"8378","26541",210
"8379","26542",115
"8380","26543",0
"8381","26544",0
"8382","26546",0
"8383","26547",326
"8384","26554",2677
"8385","26559",53
"8386","26560",31
"8387","26562",60
"8388","26563",19
"8389","26568",33
"8390","26570",102
"8391","26571",64
"8392","26572",26
"8393","26574",57
"8394","26575",46
"8395","26576",29
"8396","26581",14
"8397","26582",148
"8398","26585",24
"8399","26586",0
"8400","26587",28
"8401","26588",118
"8402","26590",16
"8403","26591",385
"8404","26601",60
"8405","26610",43
"8406","26611",14
"8407","26615",0
"8408","26617",0
"8409","26619",0
"8410","26621",53
"8411","26623",185
"8412","26624",103
"8413","26627",46
"8414","26629",107
"8415","26631",69
"8416","26636",0
"8417","26638",0
"8418","26651",685
"8419","26656",47
"8420","26660",43
"8421","26662",44
"8422","26667",0
"8423","26671",0
"8424","26676",0
"8425","26678",18
"8426","26679",52
"8427","26680",53
"8428","26681",100
"8429","26684",76
"8430","26690",33
"8431","26691",10
"8432","26704",230
"8433","26705",39
"8434","26707",5
"8435","26710",102
"8436","26711",193
"8437","26714",0
"8438","26716",89
"8439","26717",282
"8440","26719",84
"8441","26720",0
"8442","26722",0
"8443","26726",474
"8444","26731",18
"8445","26739",134
"8446","26743",146
"8447","26750",53
"8448","26753",365
"8449","26755",11
"8450","26757",525
"8451","26761",17
"8452","26763",168
"8453","26764",243
"8454","26767",23
"8455","26801",43
"8456","26802",48
"8457","26804",49
"8458","26807",135
"8459","26808",37
"8460","26810",29
"8461","26812",215
"8462","26814",34
"8463","26815",20
"8464","26817",19
"8465","26818",275
"8466","26823",0
"8467","26833",167
"8468","26836",349
"8469","26838",11
"8470","26845",64
"8471","26847",356
"8472","26851",11
"8473","26852",25
"8474","26855",84
"8475","26865",104
"8476","26866",0
"8477","26884",29
"8478","26886",0
"8479","27006",980
"8480","27007",267
"8481","27009",221
"8482","27011",148
"8483","27012",1719
"8484","27013",457
"8485","27014",48
"8486","27016",102
"8487","27017",626
"8488","27018",476
"8489","27019",266
"8490","27020",288
"8491","27021",863
"8492","27022",56
"8493","27023",1177
"8494","27024",111
"8495","27025",747
"8496","27027",192
"8497","27028",1643
"8498","27030",2402
"8499","27040",908
"8500","27041",454
"8501","27042",0
"8502","27043",432
"8503","27045",445
"8504","27046",53
"8505","27047",119
"8506","27048",484
"8507","27050",183
"8508","27051",413
"8509","27052",540
"8510","27053",88
"8511","27054",32
"8512","27055",1259
"8513","27101",1309
"8514","27103",2878
"8515","27104",1516
"8516","27105",3947
"8517","27106",2461
"8518","27107",3583
"8519","27109",0
"8520","27110",0
"8521","27127",3662
"8522","27201",6
"8523","27202",0
"8524","27203",1787
"8525","27205",2014
"8526","27207",180
"8527","27208",46
"8528","27209",474
"8529","27212",129
"8530","27213",0
"8531","27214",1173
"8532","27215",2851
"8533","27217",2936
"8534","27229",181
"8535","27231",74
"8536","27233",194
"8537","27235",313
"8538","27239",225
"8539","27242",16
"8540","27243",438
"8541","27244",643
"8542","27247",0
"8543","27248",133
"8544","27249",890
"8545","27252",92
"8546","27253",2907
"8547","27256",0
"8548","27258",701
"8549","27259",54
"8550","27260",2005
"8551","27262",1806
"8552","27263",1440
"8553","27265",3880
"8554","27268",0
"8555","27278",1585
"8556","27281",241
"8557","27282",884
"8558","27283",216
"8559","27284",3572
"8560","27288",1495
"8561","27291",63
"8562","27292",2434
"8563","27295",2822
"8564","27298",696
"8565","27299",334
"8566","27301",852
"8567","27302",1973
"8568","27305",96
"8569","27306",299
"8570","27310",413
"8571","27311",106
"8572","27312",1243
"8573","27313",247
"8574","27314",8
"8575","27315",170
"8576","27316",722
"8577","27317",1452
"8578","27320",2134
"8579","27325",622
"8580","27326",194
"8581","27330",2831
"8582","27332",2852
"8583","27340",0
"8584","27341",230
"8585","27342",1
"8586","27343",36
"8587","27344",1112
"8588","27349",255
"8589","27350",384
"8590","27351",0
"8591","27355",100
"8592","27356",350
"8593","27357",405
"8594","27358",881
"8595","27360",3977
"8596","27370",906
"8597","27371",326
"8598","27374",0
"8599","27376",244
"8600","27377",591
"8601","27379",318
"8602","27401",811
"8603","27403",651
"8604","27405",5545
"8605","27406",4113
"8606","27407",4059
"8607","27408",680
"8608","27409",1085
"8609","27410",3590
"8610","27411",0
"8611","27412",0
"8612","27455",1935
"8613","27501",1479
"8614","27502",3421
"8615","27503",121
"8616","27504",1175
"8617","27505",366
"8618","27506",0
"8619","27507",85
"8620","27508",112
"8621","27509",296
"8622","27510",575
"8623","27511",2157
"8624","27513",2907
"8625","27514",1163
"8626","27516",2526
"8627","27517",1339
"8628","27518",965
"8629","27519",4929
"8630","27520",3107
"8631","27521",603
"8632","27522",1024
"8633","27523",1405
"8634","27524",1052
"8635","27525",1245
"8636","27526",4847
"8637","27527",2580
"8638","27529",4116
"8639","27530",2819
"8640","27531",0
"8641","27533",0
"8642","27534",2548
"8643","27536",1376
"8644","27537",1445
"8645","27539",2807
"8646","27540",3277
"8647","27541",199
"8648","27542",870
"8649","27544",375
"8650","27545",2517
"8651","27546",1054
"8652","27549",1249
"8653","27551",23
"8654","27553",166
"8655","27555",52
"8656","27556",43
"8657","27557",475
"8658","27559",81
"8659","27560",3150
"8660","27562",349
"8661","27563",283
"8662","27565",1391
"8663","27568",122
"8664","27569",753
"8665","27570",0
"8666","27571",1171
"8667","27572",450
"8668","27573",973
"8669","27574",799
"8670","27576",1324
"8671","27577",1594
"8672","27581",211
"8673","27582",11
"8674","27583",433
"8675","27584",0
"8676","27587",6360
"8677","27589",434
"8678","27591",1531
"8679","27592",1788
"8680","27593",0
"8681","27594",0
"8682","27596",1024
"8683","27597",2669
"8684","27599",0
"8685","27601",650
"8686","27603",4430
"8687","27604",3254
"8688","27605",104
"8689","27606",2976
"8690","27607",1303
"8691","27608",1002
"8692","27609",2940
"8693","27610",5438
"8694","27612",2054
"8695","27613",3177
"8696","27614",1570
"8697","27615",2940
"8698","27616",4704
"8699","27617",1143
"8700","27695",0
"8701","27697",0
"8702","27701",2086
"8703","27703",4724
"8704","27704",2917
"8705","27705",2959
"8706","27707",4386
"8707","27708",0
"8708","27709",0
"8709","27712",1202
"8710","27713",4508
"8711","27801",1450
"8712","27803",1038
"8713","27804",1559
"8714","27805",210
"8715","27806",88
"8716","27807",600
"8717","27808",116
"8718","27809",235
"8719","27810",175
"8720","27812",119
"8721","27813",41
"8722","27814",54
"8723","27815",0
"8724","27816",100
"8725","27817",478
"8726","27818",72
"8727","27819",22
"8728","27820",226
"8729","27821",0
"8730","27822",651
"8731","27823",442
"8732","27824",94
"8733","27825",5
"8734","27826",16
"8735","27827",0
"8736","27828",648
"8737","27829",23
"8738","27830",156
"8739","27831",7
"8740","27832",71
"8741","27834",4874
"8742","27837",368
"8743","27839",259
"8744","27840",1
"8745","27841",0
"8746","27842",53
"8747","27843",39
"8748","27844",129
"8749","27845",75
"8750","27846",243
"8751","27847",18
"8752","27849",159
"8753","27850",381
"8754","27851",275
"8755","27852",76
"8756","27853",132
"8757","27855",159
"8758","27856",1256
"8759","27857",41
"8760","27858",2735
"8761","27860",216
"8762","27861",4
"8763","27862",36
"8764","27863",1036
"8765","27864",311
"8766","27865",48
"8767","27866",100
"8768","27869",53
"8769","27870",1822
"8770","27871",201
"8771","27872",5
"8772","27873",9
"8773","27874",90
"8774","27875",16
"8775","27876",107
"8776","27877",0
"8777","27878",120
"8778","27879",4
"8779","27880",323
"8780","27881",0
"8781","27882",608
"8782","27883",132
"8783","27884",75
"8784","27885",40
"8785","27886",1222
"8786","27888",182
"8787","27889",1468
"8788","27890",233
"8789","27891",232
"8790","27892",904
"8791","27893",2917
"8792","27896",1074
"8793","27897",131
"8794","27909",3000
"8795","27910",727
"8796","27915",19
"8797","27916",96
"8798","27917",4
"8799","27919",35
"8800","27920",13
"8801","27921",296
"8802","27922",11
"8803","27923",13
"8804","27924",85
"8805","27925",120
"8806","27926",83
"8807","27927",35
"8808","27928",113
"8809","27929",150
"8810","27932",820
"8811","27935",61
"8812","27936",0
"8813","27937",143
"8814","27938",75
"8815","27939",161
"8816","27941",4
"8817","27942",0
"8818","27943",90
"8819","27944",508
"8820","27946",72
"8821","27947",51
"8822","27948",441
"8823","27949",323
"8824","27950",128
"8825","27953",27
"8826","27954",520
"8827","27956",15
"8828","27957",0
"8829","27958",1230
"8830","27959",128
"8831","27960",106
"8832","27962",82
"8833","27964",19
"8834","27965",0
"8835","27966",85
"8836","27967",0
"8837","27968",0
"8838","27969",32
"8839","27970",87
"8840","27972",40
"8841","27973",47
"8842","27974",9
"8843","27976",430
"8844","27978",33
"8845","27979",27
"8846","27980",106
"8847","27981",232
"8848","27982",0
"8849","27983",356
"8850","27985",27
"8851","27986",40
"8852","28001",2021
"8853","28006",119
"8854","28007",65
"8855","28009",102
"8856","28012",2017
"8857","28016",749
"8858","28017",0
"8859","28018",224
"8860","28019",0
"8861","28020",243
"8862","28021",928
"8863","28023",1163
"8864","28024",0
"8865","28025",4581
"8866","28027",5281
"8867","28031",1280
"8868","28032",207
"8869","28033",243
"8870","28034",1275
"8871","28036",1302
"8872","28037",1387
"8873","28039",0
"8874","28040",246
"8875","28041",0
"8876","28042",94
"8877","28043",1800
"8878","28052",3311
"8879","28054",2786
"8880","28056",1934
"8881","28071",203
"8882","28072",0
"8883","28073",526
"8884","28074",0
"8885","28075",1666
"8886","28076",0
"8887","28077",86
"8888","28078",5380
"8889","28079",3136
"8890","28080",449
"8891","28081",2288
"8892","28083",2072
"8893","28086",1622
"8894","28088",301
"8895","28089",0
"8896","28090",356
"8897","28091",169
"8898","28092",2839
"8899","28097",579
"8900","28098",173
"8901","28101",56
"8902","28102",1
"8903","28103",702
"8904","28104",2608
"8905","28105",3535
"8906","28107",591
"8907","28108",0
"8908","28109",5
"8909","28110",3912
"8910","28112",1847
"8911","28114",699
"8912","28115",2733
"8913","28117",2617
"8914","28119",94
"8915","28120",1546
"8916","28124",213
"8917","28125",52
"8918","28127",442
"8919","28128",319
"8920","28129",276
"8921","28133",99
"8922","28134",1189
"8923","28135",155
"8924","28136",4
"8925","28137",187
"8926","28138",501
"8927","28139",1237
"8928","28144",1760
"8929","28146",2187
"8930","28147",1795
"8931","28150",1595
"8932","28152",1939
"8933","28159",157
"8934","28160",39
"8935","28163",501
"8936","28164",1124
"8937","28166",862
"8938","28167",87
"8939","28168",683
"8940","28169",13
"8941","28170",764
"8942","28173",3041
"8943","28174",740
"8944","28202",478
"8945","28203",728
"8946","28204",373
"8947","28205",4109
"8948","28206",1011
"8949","28207",508
"8950","28208",3328
"8951","28209",1852
"8952","28210",4428
"8953","28211",2782
"8954","28212",4754
"8955","28213",3424
"8956","28214",3430
"8957","28215",6479
"8958","28216",3642
"8959","28217",2531
"8960","28223",0
"8961","28226",2782
"8962","28227",3943
"8963","28244",0
"8964","28262",2989
"8965","28269",5260
"8966","28270",2617
"8967","28273",4148
"8968","28274",0
"8969","28277",5670
"8970","28278",3326
"8971","28280",0
"8972","28282",0
"8973","28301",1131
"8974","28303",2531
"8975","28304",3079
"8976","28305",429
"8977","28306",3717
"8978","28307",2833
"8979","28308",0
"8980","28310",0
"8981","28311",2723
"8982","28312",1557
"8983","28314",6172
"8984","28315",1450
"8985","28318",313
"8986","28320",517
"8987","28323",335
"8988","28325",28
"8989","28326",3029
"8990","28327",1427
"8991","28328",1923
"8992","28330",0
"8993","28331",0
"8994","28332",10
"8995","28333",1068
"8996","28334",1099
"8997","28337",376
"8998","28338",267
"8999","28339",493
"9000","28340",536
"9001","28341",305
"9002","28342",0
"9003","28343",150
"9004","28344",648
"9005","28345",754
"9006","28347",33
"9007","28348",3589
"9008","28349",256
"9009","28350",0
"9010","28351",299
"9011","28352",2058
"9012","28355",0
"9013","28356",275
"9014","28357",31
"9015","28358",3327
"9016","28359",0
"9017","28360",1199
"9018","28362",0
"9019","28363",41
"9020","28364",1040
"9021","28365",722
"9022","28366",451
"9023","28367",8
"9024","28368",0
"9025","28369",126
"9026","28371",373
"9027","28372",899
"9028","28373",266
"9029","28374",931
"9030","28375",15
"9031","28376",4247
"9032","28377",788
"9033","28378",0
"9034","28379",2073
"9035","28382",410
"9036","28383",450
"9037","28384",872
"9038","28385",47
"9039","28386",447
"9040","28387",963
"9041","28390",2865
"9042","28391",285
"9043","28392",165
"9044","28393",274
"9045","28394",536
"9046","28395",144
"9047","28396",117
"9048","28398",534
"9049","28399",103
"9050","28401",1620
"9051","28403",1394
"9052","28405",1529
"9053","28409",2528
"9054","28411",2718
"9055","28412",2355
"9056","28420",176
"9057","28421",181
"9058","28422",347
"9059","28423",97
"9060","28424",0
"9061","28425",714
"9062","28428",297
"9063","28429",303
"9064","28430",237
"9065","28431",386
"9066","28432",128
"9067","28433",187
"9068","28434",5
"9069","28435",220
"9070","28436",115
"9071","28438",67
"9072","28439",122
"9073","28441",575
"9074","28442",22
"9075","28443",1668
"9076","28444",150
"9077","28445",789
"9078","28447",157
"9079","28448",49
"9080","28449",52
"9081","28450",82
"9082","28451",2204
"9083","28452",0
"9084","28453",369
"9085","28454",165
"9086","28455",231
"9087","28456",172
"9088","28457",656
"9089","28458",445
"9090","28460",976
"9091","28461",809
"9092","28462",481
"9093","28463",425
"9094","28464",383
"9095","28465",151
"9096","28466",406
"9097","28467",271
"9098","28468",263
"9099","28469",210
"9100","28470",857
"9101","28472",1261
"9102","28478",299
"9103","28479",410
"9104","28480",62
"9105","28501",1485
"9106","28504",1040
"9107","28508",157
"9108","28509",0
"9109","28510",111
"9110","28511",36
"9111","28512",56
"9112","28513",494
"9113","28515",164
"9114","28516",485
"9115","28518",566
"9116","28519",63
"9117","28520",6
"9118","28521",94
"9119","28523",336
"9120","28524",19
"9121","28525",72
"9122","28526",214
"9123","28527",33
"9124","28528",0
"9125","28529",64
"9126","28530",409
"9127","28531",56
"9128","28532",2377
"9129","28533",0
"9130","28537",0
"9131","28538",142
"9132","28539",1454
"9133","28540",5547
"9134","28542",105
"9135","28543",904
"9136","28544",344
"9137","28546",4580
"9138","28547",1829
"9139","28551",1407
"9140","28552",0
"9141","28553",8
"9142","28554",0
"9143","28555",253
"9144","28556",31
"9145","28557",945
"9146","28560",1945
"9147","28562",2248
"9148","28570",945
"9149","28571",103
"9150","28572",572
"9151","28573",100
"9152","28574",2447
"9153","28575",7
"9154","28577",29
"9155","28578",594
"9156","28579",76
"9157","28580",675
"9158","28581",12
"9159","28582",0
"9160","28584",953
"9161","28585",229
"9162","28586",347
"9163","28587",14
"9164","28589",0
"9165","28590",2185
"9166","28594",135
"9167","28601",2930
"9168","28602",1825
"9169","28604",500
"9170","28605",58
"9171","28606",64
"9172","28607",1077
"9173","28609",215
"9174","28610",932
"9175","28611",0
"9176","28612",717
"9177","28613",1885
"9178","28615",42
"9179","28616",0
"9180","28617",176
"9181","28618",293
"9182","28619",0
"9183","28621",356
"9184","28622",116
"9185","28623",167
"9186","28624",84
"9187","28625",2545
"9188","28626",89
"9189","28627",71
"9190","28628",0
"9191","28629",0
"9192","28630",1194
"9193","28631",112
"9194","28634",441
"9195","28635",287
"9196","28636",270
"9197","28637",71
"9198","28638",843
"9199","28640",116
"9200","28641",0
"9201","28642",233
"9202","28643",289
"9203","28644",58
"9204","28645",2551
"9205","28646",26
"9206","28649",0
"9207","28650",632
"9208","28651",262
"9209","28652",37
"9210","28653",0
"9211","28654",75
"9212","28655",3101
"9213","28657",383
"9214","28658",1969
"9215","28659",1321
"9216","28660",104
"9217","28662",0
"9218","28663",20
"9219","28664",0
"9220","28665",292
"9221","28666",0
"9222","28667",6
"9223","28668",0
"9224","28669",161
"9225","28670",122
"9226","28671",7
"9227","28672",0
"9228","28673",202
"9229","28675",288
"9230","28676",81
"9231","28677",2168
"9232","28678",140
"9233","28679",85
"9234","28681",1446
"9235","28682",104
"9236","28683",81
"9237","28684",32
"9238","28685",154
"9239","28689",133
"9240","28690",519
"9241","28692",217
"9242","28693",46
"9243","28694",368
"9244","28697",1022
"9245","28698",127
"9246","28701",507
