"","...1","zcta","year","month","childcare_programs","programs_accepting_subsidies","licensed_capacity","pop_5_and_under"
"572",NA,"63530","2019","November",NA,NA,NA,147
"573",NA,"63531","2019","November",NA,NA,NA,56
"574",NA,"63532","2019","November",NA,NA,NA,81
"575",NA,"63534","2019","November",NA,NA,NA,76
"576",NA,"63535","2019","November",NA,NA,NA,0
"577",NA,"63536","2019","November",NA,NA,NA,113
"578",NA,"63538","2019","November",NA,NA,NA,19
"579",NA,"63539","2019","November",NA,NA,NA,14
"580",NA,"63540","2019","November",NA,NA,NA,55
"581",NA,"63543","2019","November",NA,NA,NA,41
"582",NA,"63544","2019","November",NA,NA,NA,48
"583",NA,"63546","2019","November",NA,NA,NA,126
"584",NA,"63547","2019","November",NA,NA,NA,3
"585",NA,"63549","2019","November",NA,NA,NA,198
"586",NA,"63551","2019","November",NA,NA,NA,0
"587",NA,"63557","2019","November",NA,NA,NA,4
"588",NA,"63558","2019","November",NA,NA,NA,19
"589",NA,"63560","2019","November",NA,NA,NA,0
"590",NA,"63561","2019","November",NA,NA,NA,143
"591",NA,"63563","2019","November",NA,NA,NA,137
"592",NA,"63566","2019","November",NA,NA,NA,0
"593",NA,"63567","2019","November",NA,NA,NA,11
"594",NA,"63620","2019","November",NA,NA,NA,85
"595",NA,"63621","2019","November",NA,NA,NA,52
"596",NA,"63622","2019","November",NA,NA,NA,0
"597",NA,"63623","2019","November",NA,NA,NA,44
"598",NA,"63625","2019","November",NA,NA,NA,0
"599",NA,"63626","2019","November",NA,NA,NA,0
"600",NA,"63629","2019","November",NA,NA,NA,52
"601",NA,"63630","2019","November",NA,NA,NA,268
"602",NA,"63633","2019","November",NA,NA,NA,93
"603",NA,"63636","2019","November",NA,NA,NA,63
"604",NA,"63637","2019","November",NA,NA,NA,151
"605",NA,"63648","2019","November",NA,NA,NA,107
"606",NA,"63654","2019","November",NA,NA,NA,39
"607",NA,"63656","2019","November",NA,NA,NA,21
"608",NA,"63662","2019","November",NA,NA,NA,125
"609",NA,"63665","2019","November",NA,NA,NA,6
"610",NA,"63666","2019","November",NA,NA,NA,NA
"611",NA,"63673","2019","November",NA,NA,NA,109
"612",NA,"63674","2019","November",NA,NA,NA,0
"613",NA,"63675","2019","November",NA,NA,NA,0
"614",NA,"63748","2019","November",NA,NA,NA,65
"615",NA,"63738","2019","November",NA,NA,NA,0
"616",NA,"63739","2019","November",NA,NA,NA,0
"617",NA,"63742","2019","November",NA,NA,NA,9
"618",NA,"63743","2019","November",NA,NA,NA,0
"619",NA,"63744","2019","November",NA,NA,NA,5
"620",NA,"63745","2019","November",NA,NA,NA,0
"621",NA,"63746","2019","November",NA,NA,NA,0
"622",NA,"63747","2019","November",NA,NA,NA,25
"623",NA,"63750","2019","November",NA,NA,NA,0
"624",NA,"63751","2019","November",NA,NA,NA,39
"625",NA,"63758","2019","November",NA,NA,NA,41
"626",NA,"63763","2019","November",NA,NA,NA,21
"627",NA,"63766","2019","November",NA,NA,NA,73
"628",NA,"63767","2019","November",NA,NA,NA,41
"629",NA,"63770","2019","November",NA,NA,NA,28
"630",NA,"63774","2019","November",NA,NA,NA,52
"631",NA,"63782","2019","November",NA,NA,NA,7
"632",NA,"63783","2019","November",NA,NA,NA,10
"633",NA,"63784","2019","November",NA,NA,NA,15
"634",NA,"63785","2019","November",NA,NA,NA,81
"635",NA,"63820","2019","November",NA,NA,NA,15
"636",NA,"63821","2019","November",NA,NA,NA,43
"637",NA,"63824","2019","November",NA,NA,NA,26
"638",NA,"63826","2019","November",NA,NA,NA,6
"639",NA,"63828","2019","November",NA,NA,NA,13
"640",NA,"63829","2019","November",NA,NA,NA,127
"641",NA,"63833","2019","November",NA,NA,NA,0
"642",NA,"63839","2019","November",NA,NA,NA,21
"643",NA,"63846","2019","November",NA,NA,NA,106
"644",NA,"63847","2019","November",NA,NA,NA,0
"645",NA,"63849","2019","November",NA,NA,NA,0
"646",NA,"63853","2019","November",NA,NA,NA,5
"647",NA,"63855","2019","November",NA,NA,NA,59
"648",NA,"63860","2019","November",NA,NA,NA,0
"649",NA,"63866","2019","November",NA,NA,NA,47
"650",NA,"63868","2019","November",NA,NA,NA,55
"651",NA,"63874","2019","November",NA,NA,NA,8
"652",NA,"63879","2019","November",NA,NA,NA,48
"653",NA,"63880","2019","November",NA,NA,NA,0
"654",NA,"63882","2019","November",NA,NA,NA,44
"655",NA,"63902","2019","November",NA,NA,NA,NA
"656",NA,"63934","2019","November",NA,NA,NA,0
"657",NA,"63939","2019","November",NA,NA,NA,103
"658",NA,"63940","2019","November",NA,NA,NA,56
"659",NA,"63941","2019","November",NA,NA,NA,11
"660",NA,"63942","2019","November",NA,NA,NA,57
"661",NA,"63943","2019","November",NA,NA,NA,37
"662",NA,"63945","2019","November",NA,NA,NA,75
"663",NA,"63956","2019","November",NA,NA,NA,89
"664",NA,"63951","2019","November",NA,NA,NA,0
"665",NA,"63952","2019","November",NA,NA,NA,52
"666",NA,"63953","2019","November",NA,NA,NA,96
"667",NA,"63955","2019","November",NA,NA,NA,0
"668",NA,"63962","2019","November",NA,NA,NA,29
"669",NA,"63964","2019","November",NA,NA,NA,27
"670",NA,"63966","2019","November",NA,NA,NA,17
"671",NA,"63967","2019","November",NA,NA,NA,81
"672",NA,"64001","2019","November",NA,NA,NA,25
"673",NA,"64011","2019","November",NA,NA,NA,267
"674",NA,"64017","2019","November",NA,NA,NA,16
"675",NA,"64018","2019","November",NA,NA,NA,94
"676",NA,"64019","2019","November",NA,NA,NA,143
"677",NA,"64020","2019","November",NA,NA,NA,214
"678",NA,"64021","2019","November",NA,NA,NA,86
"679",NA,"64022","2019","November",NA,NA,NA,11
"680",NA,"64035","2019","November",NA,NA,NA,80
"681",NA,"64036","2019","November",NA,NA,NA,19
"682",NA,"64061","2019","November",NA,NA,NA,210
"683",NA,"64065","2019","November",NA,NA,NA,0
"684",NA,"64066","2019","November",NA,NA,NA,2
"685",NA,"64070","2019","November",NA,NA,NA,177
"686",NA,"64071","2019","November",NA,NA,NA,37
"687",NA,"64072","2019","November",NA,NA,NA,8
"688",NA,"64074","2019","November",NA,NA,NA,87
"689",NA,"64077","2019","November",NA,NA,NA,111
"690",NA,"64084","2019","November",NA,NA,NA,53
"691",NA,"64088","2019","November",NA,NA,NA,31
"692",NA,"64090","2019","November",NA,NA,NA,8
"693",NA,"64092","2019","November",NA,NA,NA,51
"694",NA,"64096","2019","November",NA,NA,NA,106
"695",NA,"64101","2019","November",NA,NA,NA,0
"696",NA,"64102","2019","November",NA,NA,NA,0
"697",NA,"64120","2019","November",NA,NA,NA,32
"698",NA,"64125","2019","November",NA,NA,NA,292
"699",NA,"64139","2019","November",NA,NA,NA,128
"700",NA,"64147","2019","November",NA,NA,NA,89
"701",NA,"64149","2019","November",NA,NA,NA,59
"702",NA,"64163","2019","November",NA,NA,NA,103
"703",NA,"64164","2019","November",NA,NA,NA,0
"704",NA,"64165","2019","November",NA,NA,NA,24
"705",NA,"64166","2019","November",NA,NA,NA,0
"706",NA,"64167","2019","November",NA,NA,NA,0
"707",NA,"64401","2019","November",NA,NA,NA,31
"708",NA,"64420","2019","November",NA,NA,NA,2
"709",NA,"64421","2019","November",NA,NA,NA,110
"710",NA,"64422","2019","November",NA,NA,NA,60
"711",NA,"64423","2019","November",NA,NA,NA,67
"712",NA,"64426","2019","November",NA,NA,NA,20
"713",NA,"64427","2019","November",NA,NA,NA,31
"714",NA,"64428","2019","November",NA,NA,NA,84
"715",NA,"64430","2019","November",NA,NA,NA,38
"716",NA,"64431","2019","November",NA,NA,NA,33
"717",NA,"64432","2019","November",NA,NA,NA,3
"718",NA,"64433","2019","November",NA,NA,NA,5
"719",NA,"64434","2019","November",NA,NA,NA,30
"720",NA,"64436","2019","November",NA,NA,NA,81
"721",NA,"64437","2019","November",NA,NA,NA,12
"722",NA,"64438","2019","November",NA,NA,NA,0
"723",NA,"64440","2019","November",NA,NA,NA,89
"724",NA,"64441","2019","November",NA,NA,NA,2
"725",NA,"64442","2019","November",NA,NA,NA,60
"726",NA,"64443","2019","November",NA,NA,NA,174
"727",NA,"64445","2019","November",NA,NA,NA,13
"728",NA,"64446","2019","November",NA,NA,NA,64
"729",NA,"64449","2019","November",NA,NA,NA,36
"730",NA,"64451","2019","November",NA,NA,NA,37
"731",NA,"64453","2019","November",NA,NA,NA,22
"732",NA,"64455","2019","November",NA,NA,NA,17
"733",NA,"64457","2019","November",NA,NA,NA,12
"734",NA,"64458","2019","November",NA,NA,NA,25
"735",NA,"64459","2019","November",NA,NA,NA,38
"736",NA,"64461","2019","November",NA,NA,NA,27
"737",NA,"64467","2019","November",NA,NA,NA,8
"738",NA,"64471","2019","November",NA,NA,NA,36
"739",NA,"64473","2019","November",NA,NA,NA,75
"740",NA,"64474","2019","November",NA,NA,NA,58
"741",NA,"64475","2019","November",NA,NA,NA,28
"742",NA,"64479","2019","November",NA,NA,NA,113
"743",NA,"64480","2019","November",NA,NA,NA,0
"744",NA,"64481","2019","November",NA,NA,NA,46
"745",NA,"64483","2019","November",NA,NA,NA,22
"746",NA,"64486","2019","November",NA,NA,NA,14
"747",NA,"64487","2019","November",NA,NA,NA,28
"748",NA,"64490","2019","November",NA,NA,NA,176
"749",NA,"64491","2019","November",NA,NA,NA,84
"750",NA,"64492","2019","November",NA,NA,NA,140
"751",NA,"64493","2019","November",NA,NA,NA,24
"752",NA,"64494","2019","November",NA,NA,NA,91
"753",NA,"64496","2019","November",NA,NA,NA,2
"754",NA,"64497","2019","November",NA,NA,NA,117
"755",NA,"64498","2019","November",NA,NA,NA,3
"756",NA,"64499","2019","November",NA,NA,NA,6
"757",NA,"64620","2019","November",NA,NA,NA,98
"758",NA,"64622","2019","November",NA,NA,NA,4
"759",NA,"64623","2019","November",NA,NA,NA,2
"760",NA,"64624","2019","November",NA,NA,NA,57
"761",NA,"64625","2019","November",NA,NA,NA,62
"762",NA,"64630","2019","November",NA,NA,NA,27
"763",NA,"64631","2019","November",NA,NA,NA,66
"764",NA,"64632","2019","November",NA,NA,NA,31
"765",NA,"64635","2019","November",NA,NA,NA,36
"766",NA,"64636","2019","November",NA,NA,NA,32
"767",NA,"64637","2019","November",NA,NA,NA,25
"768",NA,"64638","2019","November",NA,NA,NA,126
"769",NA,"64639","2019","November",NA,NA,NA,14
"770",NA,"64641","2019","November",NA,NA,NA,18
"771",NA,"64642","2019","November",NA,NA,NA,75
"772",NA,"64643","2019","November",NA,NA,NA,30
"773",NA,"64645","2019","November",NA,NA,NA,11
"774",NA,"64646","2019","November",NA,NA,NA,81
"775",NA,"64647","2019","November",NA,NA,NA,20
"776",NA,"64649","2019","November",NA,NA,NA,33
"777",NA,"64651","2019","November",NA,NA,NA,38
"778",NA,"64652","2019","November",NA,NA,NA,19
"779",NA,"64653","2019","November",NA,NA,NA,17
"780",NA,"64654","2019","November",NA,NA,NA,2
"781",NA,"64655","2019","November",NA,NA,NA,0
"782",NA,"64656","2019","November",NA,NA,NA,40
"783",NA,"64657","2019","November",NA,NA,NA,38
"784",NA,"64660","2019","November",NA,NA,NA,22
"785",NA,"64661","2019","November",NA,NA,NA,61
"786",NA,"64664","2019","November",NA,NA,NA,15
"787",NA,"64667","2019","November",NA,NA,NA,8
"788",NA,"64668","2019","November",NA,NA,NA,89
"789",NA,"64670","2019","November",NA,NA,NA,70
"790",NA,"64672","2019","November",NA,NA,NA,8
"791",NA,"64674","2019","November",NA,NA,NA,24
"792",NA,"64676","2019","November",NA,NA,NA,10
"793",NA,"64679","2019","November",NA,NA,NA,24
"794",NA,"64681","2019","November",NA,NA,NA,10
"795",NA,"64682","2019","November",NA,NA,NA,1
"796",NA,"64686","2019","November",NA,NA,NA,0
"797",NA,"64688","2019","November",NA,NA,NA,116
"798",NA,"64689","2019","November",NA,NA,NA,63
"799",NA,"64722","2019","November",NA,NA,NA,13
"800",NA,"64723","2019","November",NA,NA,NA,44
"801",NA,"64726","2019","November",NA,NA,NA,27
"802",NA,"64733","2019","November",NA,NA,NA,129
"803",NA,"64734","2019","November",NA,NA,NA,168
"804",NA,"64738","2019","November",NA,NA,NA,77
"805",NA,"64739","2019","November",NA,NA,NA,89
"806",NA,"64741","2019","November",NA,NA,NA,0
"807",NA,"64743","2019","November",NA,NA,NA,19
"808",NA,"64745","2019","November",NA,NA,NA,7
"809",NA,"64746","2019","November",NA,NA,NA,105
"810",NA,"64747","2019","November",NA,NA,NA,193
"811",NA,"64748","2019","November",NA,NA,NA,169
"812",NA,"64750","2019","November",NA,NA,NA,36
"813",NA,"64755","2019","November",NA,NA,NA,289
"814",NA,"64756","2019","November",NA,NA,NA,43
"815",NA,"64763","2019","November",NA,NA,NA,109
"816",NA,"64765","2019","November",NA,NA,NA,0
"817",NA,"64767","2019","November",NA,NA,NA,10
"818",NA,"64769","2019","November",NA,NA,NA,73
"819",NA,"64770","2019","November",NA,NA,NA,47
"820",NA,"64771","2019","November",NA,NA,NA,5
"821",NA,"64776","2019","November",NA,NA,NA,276
"822",NA,"64778","2019","November",NA,NA,NA,23
"823",NA,"64780","2019","November",NA,NA,NA,28
"824",NA,"64781","2019","November",NA,NA,NA,0
"825",NA,"64783","2019","November",NA,NA,NA,53
"826",NA,"64788","2019","November",NA,NA,NA,109
"827",NA,"64790","2019","November",NA,NA,NA,37
"828",NA,"64830","2019","November",NA,NA,NA,99
"829",NA,"64832","2019","November",NA,NA,NA,30
"830",NA,"64833","2019","November",NA,NA,NA,0
"831",NA,"64841","2019","November",NA,NA,NA,172
"832",NA,"64842","2019","November",NA,NA,NA,77
"833",NA,"64847","2019","November",NA,NA,NA,7
"834",NA,"64848","2019","November",NA,NA,NA,23
"835",NA,"64849","2019","November",NA,NA,NA,5
"836",NA,"64866","2019","November",NA,NA,NA,62
"837",NA,"64855","2019","November",NA,NA,NA,171
"838",NA,"64857","2019","November",NA,NA,NA,23
"839",NA,"64858","2019","November",NA,NA,NA,0
"840",NA,"64859","2019","November",NA,NA,NA,95
"841",NA,"64867","2019","November",NA,NA,NA,52
"842",NA,"64873","2019","November",NA,NA,NA,46
"843",NA,"65001","2019","November",NA,NA,NA,15
"844",NA,"65011","2019","November",NA,NA,NA,304
"845",NA,"65014","2019","November",NA,NA,NA,255
"846",NA,"65017","2019","November",NA,NA,NA,38
"847",NA,"65023","2019","November",NA,NA,NA,91
"848",NA,"65025","2019","November",NA,NA,NA,99
"849",NA,"65032","2019","November",NA,NA,NA,36
"850",NA,"65034","2019","November",NA,NA,NA,119
"851",NA,"65039","2019","November",NA,NA,NA,176
"852",NA,"65040","2019","November",NA,NA,NA,85
"853",NA,"65046","2019","November",NA,NA,NA,116
"854",NA,"65047","2019","November",NA,NA,NA,145
"855",NA,"65048","2019","November",NA,NA,NA,0
"856",NA,"65050","2019","November",NA,NA,NA,157
"857",NA,"65053","2019","November",NA,NA,NA,60
"858",NA,"65058","2019","November",NA,NA,NA,66
"859",NA,"65061","2019","November",NA,NA,NA,28
"860",NA,"65062","2019","November",NA,NA,NA,0
"861",NA,"65064","2019","November",NA,NA,NA,76
"862",NA,"65067","2019","November",NA,NA,NA,87
"863",NA,"65068","2019","November",NA,NA,NA,18
"864",NA,"65069","2019","November",NA,NA,NA,39
"865",NA,"65072","2019","November",NA,NA,NA,140
"866",NA,"65077","2019","November",NA,NA,NA,0
"867",NA,"65079","2019","November",NA,NA,NA,102
"868",NA,"65080","2019","November",NA,NA,NA,63
"869",NA,"65083","2019","November",NA,NA,NA,42
"870",NA,"65215","2019","November",NA,NA,NA,0
"871",NA,"65230","2019","November",NA,NA,NA,71
"872",NA,"65232","2019","November",NA,NA,NA,29
"873",NA,"65237","2019","November",NA,NA,NA,39
"874",NA,"65243","2019","November",NA,NA,NA,200
"875",NA,"65244","2019","November",NA,NA,NA,64
"876",NA,"65246","2019","November",NA,NA,NA,0
"877",NA,"65247","2019","November",NA,NA,NA,68
"878",NA,"65250","2019","November",NA,NA,NA,22
"879",NA,"65258","2019","November",NA,NA,NA,40
"880",NA,"65260","2019","November",NA,NA,NA,15
"881",NA,"65263","2019","November",NA,NA,NA,75
"882",NA,"65264","2019","November",NA,NA,NA,26
"883",NA,"65274","2019","November",NA,NA,NA,137
"884",NA,"65276","2019","November",NA,NA,NA,90
"885",NA,"65278","2019","November",NA,NA,NA,2
"886",NA,"65279","2019","November",NA,NA,NA,10
"887",NA,"65280","2019","November",NA,NA,NA,3
"888",NA,"65282","2019","November",NA,NA,NA,0
"889",NA,"65283","2019","November",NA,NA,NA,5
"890",NA,"65285","2019","November",NA,NA,NA,0
"891",NA,"65286","2019","November",NA,NA,NA,1
"892",NA,"65287","2019","November",NA,NA,NA,11
"893",NA,"65305","2019","November",NA,NA,NA,484
"894",NA,"65320","2019","November",NA,NA,NA,3
"895",NA,"65321","2019","November",NA,NA,NA,13
"896",NA,"65322","2019","November",NA,NA,NA,47
"897",NA,"65324","2019","November",NA,NA,NA,8
"898",NA,"65326","2019","November",NA,NA,NA,41
"899",NA,"65329","2019","November",NA,NA,NA,5
"900",NA,"65330","2019","November",NA,NA,NA,25
"901",NA,"65333","2019","November",NA,NA,NA,11
"902",NA,"65334","2019","November",NA,NA,NA,86
"903",NA,"65335","2019","November",NA,NA,NA,0
"904",NA,"65344","2019","November",NA,NA,NA,13
"905",NA,"65345","2019","November",NA,NA,NA,0
"906",NA,"65347","2019","November",NA,NA,NA,109
"907",NA,"65354","2019","November",NA,NA,NA,45
"908",NA,"65436","2019","November",NA,NA,NA,0
"909",NA,"65438","2019","November",NA,NA,NA,321
"910",NA,"65439","2019","November",NA,NA,NA,0
"911",NA,"65440","2019","November",NA,NA,NA,43
"912",NA,"65443","2019","November",NA,NA,NA,0
"913",NA,"65444","2019","November",NA,NA,NA,38
"914",NA,"65446","2019","November",NA,NA,NA,80
"915",NA,"65449","2019","November",NA,NA,NA,0
"916",NA,"65456","2019","November",NA,NA,NA,24
"917",NA,"65457","2019","November",NA,NA,NA,0
"918",NA,"65461","2019","November",NA,NA,NA,0
"919",NA,"65462","2019","November",NA,NA,NA,19
"920",NA,"65463","2019","November",NA,NA,NA,31
"921",NA,"65464","2019","November",NA,NA,NA,0
"922",NA,"65466","2019","November",NA,NA,NA,39
"923",NA,"65468","2019","November",NA,NA,NA,0
"924",NA,"65470","2019","November",NA,NA,NA,19
"925",NA,"65473","2019","November",NA,NA,NA,1025
"926",NA,"65479","2019","November",NA,NA,NA,0
"927",NA,"65484","2019","November",NA,NA,NA,0
"928",NA,"65501","2019","November",NA,NA,NA,0
"929",NA,"65529","2019","November",NA,NA,NA,0
"930",NA,"65534","2019","November",NA,NA,NA,65
"931",NA,"65535","2019","November",NA,NA,NA,131
"932",NA,"65541","2019","November",NA,NA,NA,10
"933",NA,"65543","2019","November",NA,NA,NA,28
"934",NA,"65550","2019","November",NA,NA,NA,118
"935",NA,"65552","2019","November",NA,NA,NA,201
