"","zcta","year","month","childcare_programs","programs_accepting_subsidies","licensed_capacity","pop_5_and_under"
"3402","65608",2021,"September",3,2,114,664
"3403","65608",2022,"March",3,2,114,664
"3404","65608",2022,"September",3,2,114,664
"3405","65608",2023,"March",4,2,134,664
"3406","65609",2019,"November",1,NA,19,42
"3407","65609",2020,"September",1,NA,19,42
"3408","65609",2021,"March",1,1,15,42
"3409","65609",2021,"September",1,1,15,42
"3410","65609",2022,"March",1,1,15,42
"3411","65609",2022,"September",1,1,15,42
"3412","65609",2023,"March",1,1,15,42
"3413","65610",2019,"November",1,NA,10,293
"3414","65610",2020,"March",1,NA,10,293
"3415","65611",2019,"November",1,NA,30,114
"3416","65611",2020,"March",1,1,30,114
"3417","65611",2021,"September",1,NA,20,114
"3418","65611",2022,"March",1,NA,20,114
"3419","65611",2022,"September",1,NA,20,114
"3420","65611",2023,"March",1,NA,20,114
"3421","65612",2019,"November",1,1,32,102
"3422","65613",2019,"November",11,7,407,1216
"3423","65613",2020,"March",10,7,377,1216
"3424","65613",2020,"September",7,7,311,1216
"3425","65613",2021,"March",9,6,355,1216
"3426","65613",2021,"September",10,6,435,1216
"3427","65613",2022,"March",9,5,390,1216
"3428","65613",2022,"September",9,5,390,1216
"3429","65613",2023,"March",9,6,338,1216
"3430","65614",2019,"November",1,NA,19,58
"3431","65614",2020,"September",1,NA,19,58
"3432","65614",2021,"March",1,NA,19,58
"3433","65614",2021,"September",1,NA,19,58
"3434","65616",2019,"November",13,9,581,2061
"3435","65616",2020,"March",14,9,601,2061
"3436","65616",2020,"September",12,8,487,2061
"3437","65616",2021,"March",12,6,487,2061
"3438","65616",2021,"September",12,5,495,2061
"3439","65616",2022,"March",12,6,495,2061
"3440","65616",2022,"September",11,5,485,2061
"3441","65616",2023,"March",11,5,485,2061
"3442","65617",2019,"November",2,2,94,28
"3443","65617",2020,"March",2,2,94,28
"3444","65617",2020,"September",1,1,45,28
"3445","65617",2021,"March",2,2,94,28
"3446","65617",2021,"September",2,2,94,28
"3447","65617",2022,"March",2,2,94,28
"3448","65617",2022,"September",2,2,94,28
"3449","65617",2023,"March",2,2,200,28
"3450","65619",2019,"November",2,1,142,709
"3451","65619",2020,"March",2,1,142,709
"3452","65619",2020,"September",2,1,142,709
"3453","65619",2021,"March",2,1,142,709
"3454","65619",2021,"September",2,1,142,709
"3455","65619",2022,"March",1,NA,50,709
"3456","65619",2022,"September",2,1,142,709
"3457","65619",2023,"March",2,1,142,709
"3458","65622",2019,"November",7,2,248,482
"3459","65622",2020,"March",6,4,228,482
"3460","65622",2020,"September",6,5,228,482
"3461","65622",2021,"March",5,3,220,482
"3462","65622",2021,"September",6,4,268,482
"3463","65622",2022,"March",6,4,268,482
"3464","65622",2022,"September",6,3,287,482
"3465","65622",2023,"March",5,2,220,482
"3466","65625",2019,"November",5,2,114,789
"3467","65625",2020,"March",5,3,114,789
"3468","65625",2020,"September",3,3,79,789
"3469","65625",2021,"March",2,2,30,789
"3470","65625",2021,"September",3,2,74,789
"3471","65625",2022,"March",3,2,74,789
"3472","65625",2022,"September",4,3,74,789
"3473","65625",2023,"March",4,3,74,789
"3474","65629",2019,"November",1,NA,40,59
"3475","65629",2020,"March",1,NA,40,59
"3476","65629",2021,"March",1,NA,40,59
"3477","65629",2021,"September",1,NA,40,59
"3478","65629",2022,"March",1,NA,40,59
"3479","65629",2022,"September",1,NA,40,59
"3480","65629",2023,"March",1,NA,40,59
"3481","65631",2019,"November",4,4,148,575
"3482","65631",2020,"March",4,4,148,575
"3483","65631",2020,"September",4,4,148,575
"3484","65631",2021,"March",4,4,148,575
"3485","65631",2021,"September",4,2,148,575
"3486","65631",2022,"March",4,2,148,575
"3487","65631",2022,"September",4,2,148,575
"3488","65631",2023,"March",4,2,159,575
"3489","65632",2019,"November",1,NA,10,311
"3490","65632",2020,"March",1,NA,10,311
"3491","65632",2020,"September",1,NA,10,311
"3492","65632",2021,"March",1,NA,10,311
"3493","65632",2021,"September",1,NA,10,311
"3494","65632",2022,"March",1,NA,10,311
"3495","65632",2022,"September",1,NA,10,311
"3496","65632",2023,"March",1,NA,10,311
"3497","65633",2019,"November",2,1,30,383
"3498","65633",2020,"March",2,1,30,383
"3499","65633",2020,"September",2,1,30,383
"3500","65633",2021,"March",2,1,30,383
"3501","65633",2021,"September",2,1,30,383
"3502","65633",2022,"March",2,1,30,383
"3503","65633",2022,"September",2,1,30,383
"3504","65633",2023,"March",2,1,30,383
"3505","65646",2019,"November",1,NA,20,54
"3506","65646",2020,"September",1,1,20,54
"3507","65646",2021,"March",1,1,20,54
"3508","65646",2021,"September",1,1,20,54
"3509","65646",2022,"March",1,1,20,54
"3510","65646",2022,"September",1,1,20,54
"3511","65646",2023,"March",1,1,20,54
"3512","65647",2022,"September",1,NA,10,218
"3513","65647",2023,"March",1,1,10,218
"3514","65648",2019,"November",2,NA,30,389
"3515","65648",2020,"March",3,2,150,389
"3516","65648",2020,"September",2,2,130,389
"3517","65648",2021,"March",3,2,172,389
"3518","65648",2021,"September",3,2,172,389
"3519","65648",2022,"March",3,2,172,389
"3520","65648",2022,"September",2,2,184,389
"3521","65648",2023,"March",2,2,184,389
"3522","65652",2019,"November",1,NA,40,285
"3523","65652",2020,"March",1,NA,40,285
"3524","65653",2019,"November",5,1,60,221
"3525","65653",2020,"March",4,1,50,221
"3526","65653",2020,"September",3,1,40,221
"3527","65653",2021,"March",3,1,40,221
"3528","65653",2021,"September",3,1,40,221
"3529","65653",2022,"March",3,1,40,221
"3530","65653",2022,"September",3,1,40,221
"3531","65653",2023,"March",3,1,40,221
"3532","65655",2019,"November",3,NA,60,39
"3533","65655",2020,"March",2,1,40,39
"3534","65655",2020,"September",1,1,20,39
"3535","65655",2021,"March",1,1,20,39
"3536","65655",2021,"September",1,1,20,39
"3537","65655",2022,"March",1,1,20,39
"3538","65655",2022,"September",2,2,35,39
"3539","65655",2023,"March",2,1,35,39
"3540","65661",2019,"November",1,NA,15,207
"3541","65661",2020,"March",1,NA,15,207
"3542","65661",2021,"March",1,NA,15,207
"3543","65661",2021,"September",1,NA,15,207
"3544","65661",2022,"March",1,NA,15,207
"3545","65661",2022,"September",1,NA,15,207
"3546","65661",2023,"March",1,NA,15,207
"3547","65662",2019,"November",1,NA,20,60
"3548","65662",2020,"March",1,NA,20,60
"3549","65662",2020,"September",1,NA,20,60
"3550","65662",2021,"March",1,1,20,60
"3551","65662",2021,"September",1,1,20,60
"3552","65662",2022,"March",1,1,20,60
"3553","65662",2022,"September",1,1,20,60
"3554","65662",2023,"March",1,1,20,60
"3555","65667",2019,"November",1,NA,30,275
"3556","65667",2020,"March",2,NA,50,275
"3557","65667",2020,"September",2,NA,50,275
"3558","65667",2021,"March",1,NA,30,275
"3559","65668",2019,"November",2,NA,86,38
"3560","65668",2020,"March",3,2,111,38
"3561","65668",2020,"September",3,2,55,38
"3562","65668",2021,"March",5,2,97,38
"3563","65668",2021,"September",5,2,97,38
"3564","65668",2022,"March",3,1,57,38
"3565","65668",2022,"September",3,2,72,38
"3566","65668",2023,"March",3,2,72,38
"3567","65672",2019,"November",1,1,28,599
"3568","65672",2020,"March",1,1,28,599
"3569","65672",2020,"September",1,1,28,599
"3570","65672",2021,"March",1,1,28,599
"3571","65672",2021,"September",1,1,28,599
"3572","65672",2022,"March",1,1,28,599
"3573","65672",2022,"September",1,1,28,599
"3574","65672",2023,"March",1,1,28,599
"3575","65679",2019,"November",1,NA,10,167
"3576","65679",2020,"March",1,NA,10,167
"3577","65679",2020,"September",1,NA,10,167
"3578","65680",2019,"November",1,NA,40,20
"3579","65680",2020,"March",1,NA,40,20
"3580","65680",2021,"March",1,NA,20,20
"3581","65680",2021,"September",1,NA,20,20
"3582","65680",2022,"March",1,NA,20,20
"3583","65680",2022,"September",1,NA,20,20
"3584","65680",2023,"March",1,NA,20,20
"3585","65681",2019,"November",1,NA,10,61
"3586","65681",2020,"March",1,NA,10,61
"3587","65681",2020,"September",1,NA,10,61
"3588","65681",2021,"March",1,NA,10,61
"3589","65681",2021,"September",1,NA,10,61
"3590","65686",2019,"November",1,NA,30,110
"3591","65686",2020,"March",1,NA,30,110
"3592","65686",2020,"September",1,NA,30,110
"3593","65686",2021,"March",1,NA,30,110
"3594","65686",2021,"September",1,NA,30,110
"3595","65686",2022,"March",1,NA,30,110
"3596","65686",2022,"September",1,NA,30,110
"3597","65686",2023,"March",2,NA,46,110
"3598","65689",2019,"November",2,1,74,471
"3599","65689",2020,"March",1,1,54,471
"3600","65689",2020,"September",1,1,83,471
"3601","65689",2021,"March",1,1,99,471
"3602","65689",2021,"September",2,2,119,471
"3603","65689",2022,"March",2,2,119,471
"3604","65689",2022,"September",2,2,119,471
"3605","65689",2023,"March",2,2,119,471
"3606","65704",2019,"November",4,1,120,265
"3607","65704",2020,"March",4,2,120,265
"3608","65704",2020,"September",4,2,120,265
"3609","65704",2021,"March",4,3,120,265
"3610","65704",2021,"September",4,3,120,265
"3611","65704",2022,"March",4,3,120,265
"3612","65704",2022,"September",4,3,120,265
"3613","65704",2023,"March",4,3,120,265
"3614","65705",2019,"November",1,NA,10,298
"3615","65705",2020,"March",1,NA,10,298
"3616","65706",2019,"November",7,4,409,1408
"3617","65706",2020,"March",7,4,409,1408
"3618","65706",2020,"September",6,4,389,1408
"3619","65706",2021,"March",5,3,339,1408
"3620","65706",2021,"September",6,3,395,1408
"3621","65706",2022,"March",6,4,395,1408
"3622","65706",2022,"September",6,4,406,1408
"3623","65706",2023,"March",4,4,356,1408
"3624","65708",2019,"November",8,1,344,1041
"3625","65708",2020,"March",6,3,224,1041
"3626","65708",2020,"September",2,2,99,1041
"3627","65708",2021,"March",4,2,194,1041
"3628","65708",2021,"September",4,2,194,1041
"3629","65708",2022,"March",5,3,212,1041
"3630","65708",2022,"September",6,4,220,1041
"3631","65708",2023,"March",7,3,294,1041
"3632","65711",2019,"November",7,1,170,708
"3633","65711",2020,"March",4,3,90,708
"3634","65711",2020,"September",7,4,168,708
"3635","65711",2021,"March",9,6,208,708
"3636","65711",2021,"September",8,5,186,708
"3637","65711",2022,"March",7,5,171,708
"3638","65711",2022,"September",7,5,171,708
"3639","65711",2023,"March",7,5,183,708
"3640","65712",2019,"November",5,1,240,695
"3641","65712",2020,"March",5,1,240,695
"3642","65712",2020,"September",4,1,220,695
"3643","65712",2021,"March",5,1,259,695
"3644","65712",2021,"September",5,1,259,695
"3645","65712",2022,"March",4,1,210,695
"3646","65712",2022,"September",4,1,220,695
"3647","65712",2023,"March",4,1,220,695
"3648","65713",2019,"November",1,NA,40,221
"3649","65713",2020,"March",1,NA,20,221
"3650","65713",2020,"September",1,NA,20,221
"3651","65713",2021,"March",1,NA,20,221
"3652","65713",2021,"September",1,NA,20,221
"3653","65713",2022,"March",1,NA,20,221
"3654","65713",2022,"September",1,NA,20,221
"3655","65713",2023,"March",1,NA,20,221
"3656","65714",2019,"November",22,13,1183,2840
"3657","65714",2020,"March",19,12,1096,2840
"3658","65714",2020,"September",19,12,1136,2840
"3659","65714",2021,"March",19,12,1205,2840
"3660","65714",2021,"September",18,5,1195,2840
"3661","65714",2022,"March",18,4,1195,2840
"3662","65714",2022,"September",18,5,1195,2840
"3663","65714",2023,"March",18,5,1207,2840
"3664","65721",2019,"November",14,10,1094,2511
"3665","65721",2020,"March",12,10,1035,2511
"3666","65721",2020,"September",13,7,1055,2511
"3667","65721",2021,"March",14,8,1095,2511
"3668","65721",2021,"September",14,9,1095,2511
"3669","65721",2022,"March",13,10,1086,2511
"3670","65721",2022,"September",11,8,1007,2511
"3671","65721",2023,"March",13,8,1161,2511
"3672","65723",2019,"November",2,1,10,165
"3673","65723",2020,"March",1,1,10,165
"3674","65723",2020,"September",1,1,10,165
"3675","65723",2021,"March",1,1,10,165
"3676","65723",2021,"September",1,1,10,165
"3677","65723",2022,"March",1,1,10,165
"3678","65723",2022,"September",1,1,10,165
"3679","65723",2023,"March",1,1,10,165
"3680","65725",2019,"November",1,1,10,149
"3681","65725",2020,"March",1,1,10,149
"3682","65725",2020,"September",1,1,10,149
"3683","65725",2021,"March",1,1,10,149
"3684","65725",2021,"September",1,1,10,149
"3685","65725",2022,"March",1,1,10,149
"3686","65725",2022,"September",1,1,10,149
"3687","65725",2023,"March",1,1,10,149
"3688","65732",2019,"November",1,1,20,159
"3689","65732",2020,"March",1,1,20,159
"3690","65732",2020,"September",1,1,20,159
"3691","65732",2021,"March",1,1,20,159
"3692","65737",2019,"November",3,1,120,285
"3693","65737",2020,"March",3,2,120,285
"3694","65737",2020,"September",2,1,100,285
"3695","65737",2021,"March",3,2,118,285
"3696","65737",2021,"September",3,1,118,285
"3697","65737",2022,"March",3,2,118,285
"3698","65737",2022,"September",2,1,108,285
"3699","65737",2023,"March",2,1,108,285
"3700","65738",2019,"November",19,16,1025,1959
"3701","65738",2020,"March",17,14,965,1959
"3702","65738",2020,"September",13,10,515,1959
"3703","65738",2021,"March",13,9,515,1959
"3704","65738",2021,"September",14,10,525,1959
"3705","65738",2022,"March",14,10,525,1959
"3706","65738",2022,"September",14,9,525,1959
"3707","65738",2023,"March",14,11,525,1959
"3708","65742",2019,"November",2,1,69,948
"3709","65742",2020,"March",2,1,69,948
"3710","65742",2020,"September",2,1,83,948
"3711","65742",2021,"September",1,1,73,948
"3712","65742",2022,"March",1,1,73,948
"3713","65742",2022,"September",1,1,73,948
"3714","65742",2023,"March",1,1,73,948
"3715","65746",2019,"November",4,1,123,978
"3716","65746",2020,"March",4,1,123,978
"3717","65746",2020,"September",2,1,58,978
"3718","65746",2021,"March",4,1,123,978
"3719","65746",2021,"September",4,1,123,978
"3720","65746",2022,"March",4,1,123,978
"3721","65746",2022,"September",3,1,93,978
"3722","65746",2023,"March",3,2,93,978
"3723","65747",2019,"November",1,NA,20,35
"3724","65747",2020,"March",1,1,20,35
"3725","65747",2022,"September",1,1,83,35
"3726","65747",2023,"March",1,1,83,35
"3727","65753",2019,"November",1,1,57,319
"3728","65753",2020,"March",1,1,57,319
"3729","65753",2020,"September",1,1,57,319
"3730","65753",2021,"March",1,1,57,319
"3731","65753",2021,"September",1,1,52,319
"3732","65753",2022,"March",1,1,52,319
"3733","65753",2022,"September",1,1,52,319
"3734","65753",2023,"March",1,1,52,319
"3735","65757",2019,"November",3,3,185,645
"3736","65757",2020,"March",3,3,185,645
"3737","65757",2020,"September",3,3,185,645
"3738","65757",2021,"March",3,3,185,645
"3739","65757",2021,"September",3,3,185,645
"3740","65757",2022,"March",2,2,165,645
"3741","65757",2022,"September",2,2,165,645
"3742","65757",2023,"March",2,2,165,645
"3743","65759",2019,"November",1,1,10,116
"3744","65759",2020,"March",1,1,10,116
"3745","65759",2020,"September",1,1,10,116
"3746","65759",2021,"March",1,1,10,116
"3747","65759",2021,"September",1,1,10,116
"3748","65759",2022,"March",1,1,10,116
"3749","65759",2022,"September",1,1,10,116
"3750","65759",2023,"March",1,1,10,116
"3751","65761",2021,"September",1,1,17,29
"3752","65761",2022,"March",1,1,17,29
"3753","65769",2019,"November",1,1,9,216
"3754","65769",2020,"March",1,1,9,216
"3755","65769",2020,"September",1,1,9,216
"3756","65775",2019,"November",11,3,530,1732
"3757","65775",2020,"March",10,7,390,1732
"3758","65775",2020,"September",10,6,410,1732
"3759","65775",2021,"March",11,8,509,1732
"3760","65775",2021,"September",11,8,509,1732
"3761","65775",2022,"March",10,8,499,1732
"3762","65775",2022,"September",9,8,479,1732
"3763","65775",2023,"March",9,8,479,1732
"3764","65781",2019,"November",3,1,78,707
"3765","65781",2020,"March",3,1,78,707
"3766","65781",2020,"September",3,1,78,707
"3767","65781",2021,"March",3,1,78,707
"3768","65781",2021,"September",3,NA,78,707
"3769","65781",2022,"March",3,1,78,707
"3770","65781",2022,"September",3,1,78,707
"3771","65781",2023,"March",3,1,78,707
"3772","65785",2019,"November",3,1,49,395
"3773","65785",2020,"March",2,2,29,395
"3774","65785",2020,"September",2,1,30,395
"3775","65785",2021,"March",2,NA,40,395
"3776","65785",2021,"September",2,NA,56,395
"3777","65785",2022,"March",2,NA,56,395
"3778","65785",2022,"September",2,NA,56,395
"3779","65785",2023,"March",2,NA,56,395
"3780","65786",2019,"November",1,NA,20,239
"3781","65786",2020,"March",1,NA,20,239
"3782","65791",2019,"November",2,1,65,454
"3783","65791",2020,"March",2,1,65,454
"3784","65791",2020,"September",2,1,65,454
"3785","65791",2021,"March",2,2,65,454
"3786","65791",2021,"September",2,1,65,454
"3787","65791",2022,"March",2,2,51,454
"3788","65791",2022,"September",2,2,51,454
"3789","65791",2023,"March",3,2,111,454
"3790","65793",2019,"November",4,2,80,248
"3791","65793",2020,"March",3,2,40,248
"3792","65793",2020,"September",4,2,80,248
"3793","65793",2021,"March",4,3,80,248
"3794","65793",2021,"September",4,3,80,248
"3795","65793",2022,"March",4,3,80,248
"3796","65793",2022,"September",4,3,80,248
"3797","65793",2023,"March",4,3,80,248
"3798","65802",2019,"November",22,NA,1230,3302
"3799","65802",2020,"March",20,15,1094,3302
"3800","65802",2020,"September",17,13,1072,3302
"3801","65802",2021,"March",18,14,1072,3302
"3802","65802",2021,"September",16,13,1092,3302
"3803","65802",2022,"March",17,14,1124,3302
"3804","65802",2022,"September",17,12,1124,3302
"3805","65802",2023,"March",17,12,1112,3302
"3806","65803",2019,"November",17,11,847,3400
"3807","65803",2020,"March",16,11,843,3400
"3808","65803",2020,"September",15,9,792,3400
"3809","65803",2021,"March",15,10,792,3400
"3810","65803",2021,"September",14,7,788,3400
"3811","65803",2022,"March",14,7,788,3400
"3812","65803",2022,"September",13,4,852,3400
"3813","65803",2023,"March",13,5,852,3400
"3814","65804",2019,"November",30,17,2216,2317
"3815","65804",2020,"March",29,16,1976,2317
"3816","65804",2020,"September",23,10,1744,2317
"3817","65804",2021,"March",30,18,2263,2317
"3818","65804",2021,"September",30,17,2305,2317
"3819","65804",2022,"March",29,17,2295,2317
"3820","65804",2022,"September",30,9,2342,2317
"3821","65804",2023,"March",31,10,2442,2317
"3822","65806",2019,"November",9,6,494,358
"3823","65806",2020,"March",7,6,366,358
"3824","65806",2020,"September",9,3,494,358
"3825","65806",2021,"March",8,5,462,358
"3826","65806",2021,"September",7,4,382,358
"3827","65806",2022,"March",8,4,442,358
"3828","65806",2022,"September",8,3,422,358
"3829","65806",2023,"March",8,3,422,358
"3830","65807",2019,"November",43,27,2704,3964
"3831","65807",2020,"March",43,27,2592,3964
"3832","65807",2020,"September",39,NA,2718,3964
"3833","65807",2021,"March",44,24,2981,3964
"3834","65807",2021,"September",43,24,2821,3964
"3835","65807",2022,"March",44,26,3023,3964
"3836","65807",2022,"September",41,20,2750,3964
"3837","65807",2023,"March",42,22,2759,3964
"3838","65809",2021,"September",1,NA,154,729
"3839","65809",2022,"March",1,NA,154,729
"3840","65809",2022,"September",1,NA,154,729
"3841","65809",2023,"March",1,NA,154,729
"3842","65810",2019,"November",7,3,449,1162
"3843","65810",2020,"March",7,3,449,1162
"3844","65810",2020,"September",6,1,384,1162
"3845","65810",2021,"March",6,2,384,1162
"3846","65810",2021,"September",7,2,414,1162
"3847","65810",2022,"March",7,2,414,1162
"3848","65810",2022,"September",7,1,414,1162
"3849","65810",2023,"March",7,1,414,1162
